reference_image,test_image,ref_position,response,resptime
img/i08.bmp,img/c50/i08_8_11zon.bmp,0,4,1.674633
img/i03.bmp,img/c70/i03_3_11zon.bmp,0,4,1.376984
img/i04.bmp,img/c40/i04_4_11zon.bmp,0,5,2.242163
img/i08.bmp,img/c90/i08_8_11zon.bmp,0,1,1.562043
img/i06.bmp,img/c70/i06_6_11zon.bmp,0,2,1.513843
img/i06.bmp,img/c90/i06_6_11zon.bmp,0,2,1.32113
img/i07.bmp,img/c20/i07_7_11zon.bmp,0,4,1.612728
img/i03.bmp,img/c60/i03_3_11zon.bmp,0,4,1.666784
img/i01.bmp,img/c70/i01_1_11zon.bmp,0,4,2.204342
img/i10.bmp,img/c60/i10_10_11zon.bmp,0,5,1.508514
img/i02.bmp,img/c30/i02_2_11zon.bmp,0,5,1.822093
img/i07.bmp,img/c10/i07_7_11zon.bmp,0,4,6.32854
