reference_image,test_image,ref_position,response,resptime
img/i08.bmp,img/c50/i08_8_11zon.bmp,0,6,6.286576
img/i03.bmp,img/c70/i03_3_11zon.bmp,0,2,8.88751
img/i04.bmp,img/c40/i04_4_11zon.bmp,0,4,8.61014
img/i08.bmp,img/c90/i08_8_11zon.bmp,0,1,3.246119
img/i06.bmp,img/c70/i06_6_11zon.bmp,0,5,7.071047
img/i06.bmp,img/c90/i06_6_11zon.bmp,0,1,12.513129
img/i07.bmp,img/c20/i07_7_11zon.bmp,0,6,3.051931
img/i03.bmp,img/c60/i03_3_11zon.bmp,0,3,11.799214
img/i01.bmp,img/c70/i01_1_11zon.bmp,0,2,5.957489
img/i10.bmp,img/c60/i10_10_11zon.bmp,0,4,3.744103
img/i02.bmp,img/c30/i02_2_11zon.bmp,0,5,4.454694
img/i07.bmp,img/c10/i07_7_11zon.bmp,0,6,3.514657
