reference_image,test_image,ref_position,response,resptime
img/i08.bmp,img/c50/i08_8_11zon.bmp,0,4,1.777936
img/i03.bmp,img/c70/i03_3_11zon.bmp,0,4,0.979411
img/i04.bmp,img/c40/i04_4_11zon.bmp,0,5,1.09777
img/i08.bmp,img/c90/i08_8_11zon.bmp,0,1,2.59745
img/i06.bmp,img/c70/i06_6_11zon.bmp,0,1,1.316529
img/i06.bmp,img/c90/i06_6_11zon.bmp,0,1,0.817002
img/i07.bmp,img/c20/i07_7_11zon.bmp,0,4,2.51028
img/i03.bmp,img/c60/i03_3_11zon.bmp,0,4,0.919448
img/i01.bmp,img/c70/i01_1_11zon.bmp,0,5,1.037421
img/i10.bmp,img/c60/i10_10_11zon.bmp,0,5,16.905971
img/i02.bmp,img/c30/i02_2_11zon.bmp,0,6,0.938355
img/i07.bmp,img/c10/i07_7_11zon.bmp,0,4,1.022786
