reference_image,test_image,ref_position,response,resptime
img/i08.bmp,img/c50/i08_8_11zon.bmp,0,5,6.019567
img/i03.bmp,img/c70/i03_3_11zon.bmp,0,4,2.295408
img/i04.bmp,img/c40/i04_4_11zon.bmp,0,5,11.301801
img/i08.bmp,img/c90/i08_8_11zon.bmp,0,1,3.589884
img/i06.bmp,img/c70/i06_6_11zon.bmp,0,3,2.846386
img/i06.bmp,img/c90/i06_6_11zon.bmp,0,1,2.917625
img/i07.bmp,img/c20/i07_7_11zon.bmp,0,6,6.927375
img/i03.bmp,img/c60/i03_3_11zon.bmp,0,5,4.824886
img/i01.bmp,img/c70/i01_1_11zon.bmp,0,4,5.016382
img/i10.bmp,img/c60/i10_10_11zon.bmp,0,5,1.8465
img/i02.bmp,img/c30/i02_2_11zon.bmp,0,5,9.600973
img/i07.bmp,img/c10/i07_7_11zon.bmp,0,6,1.837781
