reference_image,test_image,ref_position,response,resptime
img/i08.bmp,img/c30/i08_8_11zon.bmp,0,6,4.280105
img/i04.bmp,img/c30/i04_4_11zon.bmp,0,5,1.221192
img/i02.bmp,img/c10/i02_2_11zon.bmp,0,5,1.843185
img/i05.bmp,img/c70/i05_5_11zon.bmp,0,3,2.105287
img/i05.bmp,img/c40/i05_5_11zon.bmp,0,5,2.011002
img/i05.bmp,img/c20/i05_5_11zon.bmp,0,6,0.861352
img/i01.bmp,img/c50/i01_1_11zon.bmp,0,4,2.31474
img/i02.bmp,img/c100/i02_2_11zon.bmp,0,0,1.600225
img/i01.bmp,img/c30/i01_1_11zon.bmp,0,6,2.742411
img/i01.bmp,img/c60/i01_1_11zon.bmp,0,5,1.137537
img/i09.bmp,img/c100/i09_9_11zon.bmp,0,0,1.273638
img/i05.bmp,img/c90/i05_5_11zon.bmp,0,1,1.79315
img/i07.bmp,img/c40/i07_7_11zon.bmp,0,4,2.427837
img/i09.bmp,img/c20/i09_9_11zon.bmp,0,5,3.165471
img/i03.bmp,img/c40/i03_3_11zon.bmp,0,4,2.649571
img/i03.bmp,img/c90/i03_3_11zon.bmp,0,1,1.920639
img/i02.bmp,img/c70/i02_2_11zon.bmp,0,4,2.030221
img/i09.bmp,img/c10/i09_9_11zon.bmp,0,6,3.498539
img/i01.bmp,img/c90/i01_1_11zon.bmp,0,2,2.596994
img/i02.bmp,img/c80/i02_2_11zon.bmp,0,3,4.366214
img/i06.bmp,img/c40/i06_6_11zon.bmp,0,4,2.094567
img/i02.bmp,img/c90/i02_2_11zon.bmp,0,1,3.875181
img/i07.bmp,img/c80/i07_7_11zon.bmp,0,4,3.053452
img/i05.bmp,img/c50/i05_5_11zon.bmp,0,5,2.10935
img/i04.bmp,img/c20/i04_4_11zon.bmp,0,6,1.552633
img/i06.bmp,img/c80/i06_6_11zon.bmp,0,3,2.379065
img/i05.bmp,img/c30/i05_5_11zon.bmp,0,6,4.578233
img/i05.bmp,img/c80/i05_5_11zon.bmp,0,5,0.967054
img/i04.bmp,img/c90/i04_4_11zon.bmp,0,2,3.96245
img/i10.bmp,img/c10/i10_10_11zon.bmp,0,6,2.643501
img/i03.bmp,img/c10/i03_3_11zon.bmp,0,6,1.202447
img/i08.bmp,img/c10/i08_8_11zon.bmp,0,6,1.563155
img/i04.bmp,img/c10/i04_4_11zon.bmp,0,6,1.45733
img/i04.bmp,img/c80/i04_4_11zon.bmp,0,5,1.541142
img/i07.bmp,img/c70/i07_7_11zon.bmp,0,5,1.746354
img/i04.bmp,img/c100/i04_4_11zon.bmp,0,0,1.335729
img/i08.bmp,img/c70/i08_8_11zon.bmp,0,4,2.70896
img/i07.bmp,img/c50/i07_7_11zon.bmp,0,5,1.589752
img/i03.bmp,img/c20/i03_3_11zon.bmp,0,5,6.105258
img/i09.bmp,img/c40/i09_9_11zon.bmp,0,6,2.389096
img/i04.bmp,img/c70/i04_4_11zon.bmp,0,5,1.622982
img/i10.bmp,img/c80/i10_10_11zon.bmp,0,3,2.263594
img/i08.bmp,img/c100/i08_8_11zon.bmp,0,0,1.272548
img/i06.bmp,img/c100/i06_6_11zon.bmp,0,0,0.776133
img/i09.bmp,img/c30/i09_9_11zon.bmp,0,5,2.000553
img/i10.bmp,img/c50/i10_10_11zon.bmp,0,5,2.628265
img/i05.bmp,img/c10/i05_5_11zon.bmp,0,5,1.701073
img/i08.bmp,img/c20/i08_8_11zon.bmp,0,6,2.664317
img/i01.bmp,img/c80/i01_1_11zon.bmp,0,4,1.487762
img/i09.bmp,img/c80/i09_9_11zon.bmp,0,3,3.844427
img/i05.bmp,img/c100/i05_5_11zon.bmp,0,0,1.343846
img/i02.bmp,img/c50/i02_2_11zon.bmp,0,6,5.004107
img/i01.bmp,img/c20/i01_1_11zon.bmp,0,5,3.202023
img/i02.bmp,img/c60/i02_2_11zon.bmp,0,6,1.611427
img/i09.bmp,img/c70/i09_9_11zon.bmp,0,5,1.359699
img/i06.bmp,img/c10/i06_6_11zon.bmp,0,6,1.480577
img/i08.bmp,img/c60/i08_8_11zon.bmp,0,5,1.8615
img/i03.bmp,img/c30/i03_3_11zon.bmp,0,5,1.184764
img/i09.bmp,img/c60/i09_9_11zon.bmp,0,5,1.496158
img/i01.bmp,img/c40/i01_1_11zon.bmp,0,5,6.038591
img/i10.bmp,img/c70/i10_10_11zon.bmp,0,4,1.026793
img/i07.bmp,img/c100/i07_7_11zon.bmp,0,0,2.105475
img/i08.bmp,img/c80/i08_8_11zon.bmp,0,3,2.411104
img/i06.bmp,img/c60/i06_6_11zon.bmp,0,4,3.977334
img/i04.bmp,img/c60/i04_4_11zon.bmp,0,4,3.640082
img/i02.bmp,img/c40/i02_2_11zon.bmp,0,6,1.202528
img/i01.bmp,img/c100/i01_1_11zon.bmp,0,0,1.360909
img/i10.bmp,img/c20/i10_10_11zon.bmp,0,5,1.669179
img/i07.bmp,img/c60/i07_7_11zon.bmp,0,4,2.779671
img/i10.bmp,img/c40/i10_10_11zon.bmp,0,6,2.255053
img/i08.bmp,img/c40/i08_8_11zon.bmp,0,5,1.459015
img/i04.bmp,img/c50/i04_4_11zon.bmp,0,6,4.332179
img/i07.bmp,img/c30/i07_7_11zon.bmp,0,6,1.622139
img/i03.bmp,img/c100/i03_3_11zon.bmp,0,1,1.940214
img/i02.bmp,img/c20/i02_2_11zon.bmp,0,6,2.607251
img/i09.bmp,img/c50/i09_9_11zon.bmp,0,5,1.319878
img/i10.bmp,img/c30/i10_10_11zon.bmp,0,6,2.550168
img/i03.bmp,img/c80/i03_3_11zon.bmp,0,4,1.391374
img/i06.bmp,img/c20/i06_6_11zon.bmp,0,6,4.252926
img/i03.bmp,img/c50/i03_3_11zon.bmp,0,6,2.127806
img/i01.bmp,img/c10/i01_1_11zon.bmp,0,5,2.857664
img/i10.bmp,img/c90/i10_10_11zon.bmp,0,2,2.190388
img/i05.bmp,img/c60/i05_5_11zon.bmp,0,5,2.827108
img/i10.bmp,img/c100/i10_10_11zon.bmp,0,1,2.041644
img/i09.bmp,img/c90/i09_9_11zon.bmp,0,2,2.348989
img/i06.bmp,img/c50/i06_6_11zon.bmp,0,5,4.764076
img/i06.bmp,img/c30/i06_6_11zon.bmp,0,6,1.110141
img/i07.bmp,img/c90/i07_7_11zon.bmp,0,1,3.035825
img/i08.bmp,img/c50/i08_8_11zon.bmp,0,5,2.743564
img/i03.bmp,img/c70/i03_3_11zon.bmp,0,4,1.994434
img/i04.bmp,img/c40/i04_4_11zon.bmp,0,5,2.068433
img/i08.bmp,img/c90/i08_8_11zon.bmp,0,2,2.390518
img/i06.bmp,img/c70/i06_6_11zon.bmp,0,3,3.018884
