reference_image,test_image,ref_position,response,resptime
img/i02.bmp,img/c20/i02_2_11zon.bmp,0,6,5.70886
img/i09.bmp,img/c50/i09_9_11zon.bmp,0,5,4.171
img/i10.bmp,img/c30/i10_10_11zon.bmp,0,6,3.123921
img/i03.bmp,img/c80/i03_3_11zon.bmp,0,3,8.275489
img/i06.bmp,img/c20/i06_6_11zon.bmp,0,5,8.577787
img/i03.bmp,img/c50/i03_3_11zon.bmp,0,5,5.050414
img/i01.bmp,img/c10/i01_1_11zon.bmp,0,6,5.660913
img/i10.bmp,img/c90/i10_10_11zon.bmp,0,2,3.973691
img/i05.bmp,img/c60/i05_5_11zon.bmp,0,3,14.225904
img/i10.bmp,img/c100/i10_10_11zon.bmp,0,0,10.138783
img/i09.bmp,img/c90/i09_9_11zon.bmp,0,1,8.723578
img/i06.bmp,img/c50/i06_6_11zon.bmp,0,5,13.600523
img/i06.bmp,img/c30/i06_6_11zon.bmp,0,6,7.56952
img/i07.bmp,img/c90/i07_7_11zon.bmp,0,1,8.00193
img/i08.bmp,img/c50/i08_8_11zon.bmp,0,5,5.383859
img/i03.bmp,img/c70/i03_3_11zon.bmp,0,2,5.186284
img/i04.bmp,img/c40/i04_4_11zon.bmp,0,6,7.671866
img/i08.bmp,img/c90/i08_8_11zon.bmp,0,1,6.17665
img/i06.bmp,img/c70/i06_6_11zon.bmp,0,5,15.177159
img/i06.bmp,img/c90/i06_6_11zon.bmp,0,2,14.870867
img/i07.bmp,img/c20/i07_7_11zon.bmp,0,6,5.470975
img/i03.bmp,img/c60/i03_3_11zon.bmp,0,4,9.275698
img/i01.bmp,img/c70/i01_1_11zon.bmp,0,5,3.510257
img/i10.bmp,img/c60/i10_10_11zon.bmp,0,5,4.211588
img/i02.bmp,img/c30/i02_2_11zon.bmp,0,6,12.631698
img/i07.bmp,img/c10/i07_7_11zon.bmp,0,6,2.671956
